main_id,st_name,dist,dist_name,start_time,end_time,side,from,to,miles,section,one_way,week_1,week_2,week_3,week_4,week_5,sunday,monday,tuesday,wednesday,thursday,friday,saturday,every_day,year_round,north_end_pilot,timestamp,parent,losta,hista,_ingest_datetime
1876,Mt Hood Rd,4,Allston/Brighton,08:00,12:00,Even,Corey Rd,Commonwealth Ave,0.138825757575758,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,MT HO1,0,733,2024-09-12 04:31:41+00
1877,Mt Hood Rd,4,Allston/Brighton,08:00,12:00,Odd,Corey Rd,Commonwealth Ave,0.138825757575758,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,MT HO1,0,733,2024-09-12 04:31:41+00
1878,Mt Pleasant Ave,10R,Roxbury,08:00,12:00,Even,Dudley St,Dudley St,0.409280303030303,,f,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,MT PL1,0,2161,2024-09-12 04:31:41+00
1879,Mt Pleasant Ave,10R,Roxbury,08:00,12:00,Odd,Dudley St,Dudley St,0.409280303030303,,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,MT PL1,0,2161,2024-09-12 04:31:41+00
1880,Mt Vernon St,1H,Beacon Hill,08:00,12:00,Odd,Joy St,Charles St,0.270833333333333,,f,t,f,t,f,t,f,f,f,f,f,t,f,f,f,t,2014-04-02 17:30:58+00,MT VE2,196,1626,2024-09-12 04:31:41+00
1881,Mt Vernon St,1H,Beacon Hill,08:00,12:00,Even,Joy St,Charles St,0.270833333333333,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,t,2012-02-14 13:36:32+00,MT VE2,196,1626,2024-09-12 04:31:41+00
1882,Mt Vernon St,1H,Beacon Hill,08:00,12:00,Odd,River St,Dead End,0.103219696969697,,f,t,f,t,f,t,f,f,t,f,f,f,f,f,f,t,2014-03-31 18:47:33+00,MT VE2,1746,2291,2024-09-12 04:31:41+00
1883,Mt Vernon St,1H,Beacon Hill,08:00,12:00,Even,River St,Dead End,0.103219696969697,,f,f,t,f,t,f,f,f,t,f,f,f,f,f,f,t,2012-02-14 13:36:32+00,MT VE2,1746,2291,2024-09-12 04:31:41+00
1884,Nira Ave,2,Jamaica Plain,12:00,16:00,Even,Day St,Grotto Glen Rd,0.123295454545455,,f,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,2022-12-02 15:13:26+00,NIRA 1,0,651,2024-09-12 04:31:41+00
1885,Mt Vernon St,1C,Charlestown,12:00,16:00,Even,Dead End,Lowney Way,0.130871212121212,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,MT VE6,0,691,2024-09-12 04:31:41+00
1886,Mt Vernon St,1C,Charlestown,12:00,16:00,Odd,Dead End,Lowney Way,0.130871212121212,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,MT VE6,0,691,2024-09-12 04:31:41+00
1887,Mulvey St,7,South Dorchester,08:00,12:00,Even,Walk Hill St,Mattapan St,0.0517045454545455,,f,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,MULVE1,0,273,2024-09-12 04:31:41+00
1888,Mulvey St,7,South Dorchester,08:00,12:00,Odd,Walk Hill St,Mattapan St,0.0517045454545455,,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,MULVE1,0,273,2024-09-12 04:31:41+00
1889,Munroe St,10R,Roxbury,12:00,16:00,Even,Humboldt Ave,Walnut Ave,0.216098484848485,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,MUNRO1,0,1141,2024-09-12 04:31:41+00
1890,Munroe St,10R,Roxbury,12:00,16:00,Odd,Humboldt Ave,Walnut Ave,0.216098484848485,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,MUNRO1,0,1141,2024-09-12 04:31:41+00
1891,Murray Hill Rd,2,Jamaica Plain,08:00,12:00,Even,Washington St,Florence St,0.155113636363636,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,MURRA2,0,819,2024-09-12 04:31:41+00
1892,Murray Hill Rd,2,Jamaica Plain,08:00,12:00,Odd,Washington St,Florence St,0.155113636363636,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,MURRA2,0,819,2024-09-12 04:31:41+00
1893,Mystic St,1C,Charlestown,08:00,12:00,Even,Bunker Hill St,Medford St,0.134659090909091,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,MYSTI3,0,711,2024-09-12 04:31:41+00
1894,Mystic St,1C,Charlestown,08:00,12:00,Odd,Bunker Hill St,Medford St,0.134659090909091,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,MYSTI3,0,711,2024-09-12 04:31:41+00
1895,N St,5,South Boston,09:00,13:00,Even,East Broadway,Columbia Rd,0.334090909090909,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,N ST 1,605,2369,2024-09-12 04:31:41+00
1896,N St,5,South Boston,09:00,13:00,Odd,East Broadway,Columbia Rd,0.334090909090909,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,N ST 1,605,2369,2024-09-12 04:31:41+00
1897,Sherman St,10R,Roxbury,12:00,16:00,Odd,Rockland St,Dale St,0.0873106060606061,,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,f,2012-02-29 15:06:53+00,SHERM1,0,461,2024-09-12 04:31:41+00
1898,Laurel St,10R,Roxbury,12:00,16:00,Even,Catawba St,Humboldt Ave,0.065530303030303,,f,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,2012-02-29 15:06:53+00,LAURE2,237,583,2024-09-12 04:31:41+00
1899,Nira Ave,2,Jamaica Plain,12:00,16:00,Odd,Day St,Grotto Glen Rd,0.123295454545455,,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,f,2022-12-02 15:13:20+00,NIRA 1,0,651,2024-09-12 04:31:41+00
1900,Hillsboro Rd,7,South Dorchester,08:00,12:00,Odd,Wellington Hill St,Ormond St,0.123106060606061,,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,HILLS1,370,1020,2024-09-12 04:31:41+00
1901,Patterson Way,5,South Boston,13:00,17:00,Odd,Old Colony Ave,East Eighth St,0.188068181818182,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,PATTE3,0,993,2024-09-12 04:31:41+00
1902,Patterson Way,5,South Boston,13:00,17:00,Even,Old Colony Ave,East Eighth St,0.188068181818182,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,PATTE3,0,993,2024-09-12 04:31:41+00
1904,Peter Parley Rd,2,Jamaica Plain,08:00,12:00,Odd,Washington St,Sigourney St,0.260227272727273,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,PETER1,0,1374,2024-09-12 04:31:41+00
1905,Perrin St,10R,Roxbury,08:00,12:00,Odd,Moreland St,Waverly St,0.21155303030303,,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,PERRI1,0,1117,2024-09-12 04:31:41+00
1906,Pearl St,1C,Charlestown,08:00,12:00,Odd,Bunker Hill St,Medford St,0.132575757575758,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,PEARL1,800,1500,2024-09-12 04:31:41+00
1907,Northampton St,1S,South End,08:00,12:00,Odd,Albany St,Dead End,0.700757575757576,,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,t,2012-02-29 15:06:53+00,NORTH11,0,3700,2024-09-12 04:31:41+00
1908,Normandy St,3,North Dorchester,12:00,16:00,Even,Lawrence Ave,Geneva Ave,0.342045454545455,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,2012-02-29 15:06:53+00,NORMA2,0,1806,2024-09-12 04:31:41+00
1909,Pearl St,3,North Dorchester,12:00,16:00,Even,Dorchester Ave,Pleasant St,0.160416666666667,,f,f,t,f,t,f,f,f,t,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,PEARL2,0,847,2024-09-12 04:31:41+00
1910,Normandy St,3,North Dorchester,12:00,16:00,Odd,Lawrence Ave,Geneva Ave,0.342045454545455,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2012-02-29 15:06:53+00,NORMA2,0,1806,2024-09-12 04:31:41+00
1911,Paxton St,7,South Dorchester,12:00,16:00,Odd,Blue Hill Ave,Harvard St,0.0554924242424242,,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,PAXTO1,0,293,2024-09-12 04:31:41+00
1912,Northampton St,1S,South End,08:00,12:00,Even,Albany St,Dead End,0.700757575757576,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,t,2012-02-29 15:06:53+00,NORTH11,0,3700,2024-09-12 04:31:41+00
1913,North Washington St,1C,Charlestown,00:01,07:00,Bridge,Causeway St,Constitution Rd,0.299621212121212,,f,t,t,t,t,t,t,t,t,t,t,t,t,t,t,f,2012-02-14 13:36:32+00,NORTH10,1262,2844,2024-09-12 04:31:41+00
1914,Newbury St,10F,Fenway/Kenmore,00:01,07:00,,Kenmore St,Brookline Ave,0.13125,,f,t,t,t,t,t,t,t,t,t,t,t,t,t,t,f,2012-02-29 15:06:53+00,NEWBU3,565,1258,2024-09-12 04:31:41+00
1915,Pleasant St,1C,Charlestown,08:00,12:00,Even,Main St,Monument Sq,0.153219696969697,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,PLEAS4,0,809,2024-09-12 04:31:41+00
1916,Pinckney St,1H,Beacon Hill,08:00,12:00,Odd,Charles St,David G Mugar Way,0.0814393939393939,,f,t,f,t,f,t,f,f,t,f,f,f,f,f,f,t,2014-03-31 18:48:23+00,PINCK1,1528,1958,2024-09-12 04:31:41+00
1917,Prince St,1N,North End,08:00,12:00,Odd,Hanover St,Commercial St,0.296401515151515,,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,t,2012-02-14 13:36:32+00,PRINC2,159,1724,2024-09-12 04:31:41+00
1918,Pratt St,4,Allston/Brighton,08:00,12:00,Even,Linden St,Ashford St,0.213825757575758,,f,f,t,f,t,f,f,t,f,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,PRATT1,0,1129,2024-09-12 04:31:41+00
1919,Pratt St,4,Allston/Brighton,08:00,12:00,Odd,Linden St,Ashford St,0.213825757575758,,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,PRATT1,0,1129,2024-09-12 04:31:41+00
1920,Phillips St,1H,Beacon Hill,08:00,12:00,Odd,Irving St,West Cedar St,0.18844696969697,,f,t,f,t,f,t,f,f,f,t,f,f,f,f,f,t,2014-03-31 23:49:57+00,PHILL2,0,995,2024-09-12 04:31:41+00
1921,Perth St,3,North Dorchester,12:00,16:00,Even,Fayston St,Quincy St,0.0486742424242424,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,2013-06-13 19:53:25+00,PERTH1,0,257,2024-09-12 04:31:41+00
1922,North Washington St,1N,North End,08:00,12:00,Even Side Median,New Chardon St,Causeway St,0.239015151515152,,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,f,2022-07-11 12:43:09+00,NORTH10,0,1262,2024-09-12 04:31:41+00
1923,New England Ave,7,South Dorchester,08:00,12:00,Odd,Talbot Ave,Norfolk St,0.273674242424242,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,NEW E1,0,1445,2024-09-12 04:31:41+00
1924,North Washington St,1N,North End,08:00,12:00,,New Chardon St,Causeway St,0.239015151515152,,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,f,2022-07-11 12:42:43+00,NORTH10,0,1262,2024-09-12 04:31:41+00
1926,North Bennet St,1N,North End,08:00,12:00,Odd,Hanover St,Salem St,0.11155303030303,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,t,2019-07-01 14:38:01+00,NORTH3,0,589,2024-09-12 04:31:41+00
1927,North Grove St,1W,West End,00:01,07:00,,Cambridge St,Dead End,0.0928030303030303,,f,t,t,t,t,t,t,t,t,t,t,t,t,t,t,f,2012-02-29 15:06:53+00,NORTH4,0,490,2024-09-12 04:31:41+00
1928,Pearl St,3,North Dorchester,12:00,16:00,Odd,Dorchester Ave,Pleasant St,0.160416666666667,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,PEARL2,0,847,2024-09-12 04:31:41+00
1929,North Margin St,1N,North End,12:00,16:00,Even,Stillman St,Endicott St,0.158522727272727,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,t,2019-07-01 14:39:35+00,NORTH6,0,837,2024-09-12 04:31:41+00
1930,Pearl St,1C,Charlestown,08:00,12:00,Even,High St,Bunker Hill St,0.151515151515152,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,PEARL1,0,800,2024-09-12 04:31:41+00
1931,North Margin St,1N,North End,12:00,16:00,Odd,Stillman St,Endicott St,0.158522727272727,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,t,2019-07-01 14:39:29+00,NORTH6,0,837,2024-09-12 04:31:41+00
1932,Pearl St,1F,Downtown,00:01,07:00,Even,Congress St,Purchase St,0.259659090909091,,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,f,2012-02-29 15:06:53+00,PEARL3,0,1371,2024-09-12 04:31:41+00
1933,North St,1F,Downtown,00:01,07:00,,Congress St,Blackstone St,0.111931818181818,,f,t,t,t,t,t,t,t,t,t,t,t,t,t,t,f,2012-02-29 15:06:53+00,NORTH8,0,591,2024-09-12 04:31:41+00
1934,North St,1N,North End,12:00,16:00,Even,North Sq,Commercial St,0.270454545454545,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,t,2019-07-01 14:40:14+00,NORTH8,1523,2951,2024-09-12 04:31:41+00
1935,Plympton St,1S,South End,12:00,16:00,Even,Harrison Ave,Albany St,0.157575757575758,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,t,2023-03-10 13:44:20+00,PLYMP1,0,832,2024-09-12 04:31:41+00
1936,Plympton St,1S,South End,12:00,16:00,Odd,Harrison Ave,Albany St,0.157575757575758,,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,t,2023-03-10 13:44:26+00,PLYMP1,0,832,2024-09-12 04:31:41+00
1937,Princeton St,9,East Boston,12:00,16:00,Odd,Meridian St,Eagle Sq,0.729166666666667,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,PRINC3,0,3850,2024-09-12 04:31:41+00
1938,Princeton St,9,East Boston,12:00,16:00,Even,Meridian St,Eagle Sq,0.729166666666667,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,PRINC3,0,3850,2024-09-12 04:31:41+00
1939,Peterborough St,10F,Fenway/Kenmore,12:00,16:00,Odd,Park Dr,Park Dr,0.388068181818182,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,PETER2,0,2049,2024-09-12 04:31:41+00
1940,Phipps St,1C,Charlestown,12:00,16:00,Even,Main St,Lawrence St,0.0416666666666667,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,PHIPP1,0,220,2024-09-12 04:31:41+00
1941,North St,1N,North End,12:00,16:00,Odd,North Sq,Commercial St,0.270454545454545,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,t,2019-07-01 14:40:07+00,NORTH8,1523,2951,2024-09-12 04:31:41+00
1942,North St,1N,North End,08:00,12:00,Even,Cross St,Richmond St,0.0729166666666667,,f,f,t,f,t,f,f,f,t,f,f,f,f,f,f,t,2012-02-14 13:36:32+00,NORTH8,1008,1393,2024-09-12 04:31:41+00
1943,North St,1N,North End,08:00,12:00,Odd,Cross St,Richmond St,0.0729166666666667,,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,t,2012-02-14 13:36:32+00,NORTH8,1008,1393,2024-09-12 04:31:41+00
1944,Norton St,3,North Dorchester,12:00,16:00,Even,Richfield St,Bowdoin St,0.169886363636364,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,NORTO2,0,897,2024-09-12 04:31:41+00
1945,Pembroke St,1S,South End,08:00,12:00,Even,Tremont St,Columbus Ave,0.174242424242424,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,t,2012-02-14 13:36:32+00,PEMBR1,0,920,2024-09-12 04:31:41+00
1946,Pembroke St,1S,South End,08:00,12:00,Odd,Tremont St,Columbus Ave,0.174242424242424,,f,t,f,t,f,t,f,f,f,t,f,f,f,f,f,t,2012-02-14 13:36:32+00,PEMBR1,0,920,2024-09-12 04:31:41+00
1947,Penhallow St,7,South Dorchester,08:00,12:00,Even,Melville Ave,Mather St,0.0647727272727273,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,2019-11-19 15:11:07+00,PENHA1,0,342,2024-09-12 04:31:41+00
1948,Norton St,3,North Dorchester,12:00,16:00,Odd,Richfield St,Bowdoin St,0.169886363636364,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,NORTO2,0,897,2024-09-12 04:31:41+00
1949,Norton St,3,North Dorchester,08:00,12:00,Even,Bowdoin St,Speedwell St,0.105681818181818,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,2013-06-13 19:33:52+00,NORTO2,897,1455,2024-09-12 04:31:41+00
1950,Newbury St,10F,Fenway/Kenmore,12:00,16:00,Odd,Charlesgate West,Brookline Ave,0.238257575757576,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,NEWBU3,0,1258,2024-09-12 04:31:41+00
1951,Penhallow St,7,South Dorchester,08:00,12:00,Odd,Melville Ave,Mather St,0.0647727272727273,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2019-11-19 15:10:58+00,PENHA1,0,342,2024-09-12 04:31:41+00
1952,Penniman Rd,4,Allston/Brighton,08:00,12:00,Even,Braintree St,Hano St,0.125,,f,f,t,f,t,f,f,t,f,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,PENNI1,0,660,2024-09-12 04:31:41+00
1953,Norton St,3,North Dorchester,12:00,16:00,Odd,Bowdoin St,Speedwell St,0.105681818181818,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2013-06-13 19:33:43+00,NORTO2,897,1455,2024-09-12 04:31:41+00
1954,Norway St,10F,Fenway/Kenmore,12:00,16:00,Even,Edgerly Rd,Hemenway St,0.0990530303030303,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,NORWA2,0,523,2024-09-12 04:31:41+00
1955,Penniman Rd,4,Allston/Brighton,08:00,12:00,Odd,Braintree St,Hano St,0.125,,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,PENNI1,0,660,2024-09-12 04:31:41+00
1956,Norway St,10F,Fenway/Kenmore,12:00,16:00,Odd,Edgerly Rd,Hemenway St,0.0990530303030303,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,NORWA2,0,523,2024-09-12 04:31:41+00
1957,Norwell St,7,South Dorchester,12:00,16:00,Even,Park St,Talbot Ave,0.191477272727273,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,NORWE1,2969,3980,2024-09-12 04:31:41+00
1958,Norwell St,7,South Dorchester,12:00,16:00,Odd,Park St,Talbot Ave,0.191477272727273,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,NORWE1,2969,3980,2024-09-12 04:31:41+00
1959,Chester Park,1S,South End,12:00,16:00,Even,Tremont St,Shawmut Ave,0.179734848484848,,f,t,t,t,t,t,f,f,f,f,t,f,f,f,f,t,2012-02-29 15:06:53+00,MASSA3,5196,6145,2024-09-12 04:31:41+00
1960,Niles St,4,Allston/Brighton,12:00,16:00,Even,Parsons St,Dead End,0.0537878787878788,,f,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,NILES1,0,284,2024-09-12 04:31:41+00
1961,Nottingham St,3,North Dorchester,12:00,16:00,Even,Bowdoin Ave,Bullard St,0.130113636363636,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,2013-06-13 20:07:08+00,NOTTI1,0,687,2024-09-12 04:31:41+00
1962,Nottingham St,3,North Dorchester,12:00,16:00,Odd,Bowdoin Ave,Bullard St,0.130113636363636,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2013-06-13 20:07:02+00,NOTTI1,0,687,2024-09-12 04:31:41+00
1963,Nashua St,1W,West End,00:01,07:00,,Charles St,Cotting St,0.362878787878788,,f,t,t,t,t,t,t,t,t,t,t,t,t,t,t,f,2012-02-29 15:06:53+00,NASHU1,0,1916,2024-09-12 04:31:41+00
1964,O St,5,South Boston,09:00,13:00,Even,East Broadway,Columbia Rd,0.269886363636364,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,O ST 1,919,2344,2024-09-12 04:31:41+00
1965,Paul Gore St,2,Jamaica Plain,08:00,12:00,Odd,Centre St,Lamartine St,0.379545454545455,,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,PAUL 1,0,2004,2024-09-12 04:31:41+00
1966,O St,5,South Boston,09:00,13:00,Odd,East Broadway,Columbia Rd,0.269886363636364,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,O ST 1,919,2344,2024-09-12 04:31:41+00
1967,O St,5,South Boston,13:00,17:00,Odd,East First St,East Broadway,0.17405303030303,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2017-03-31 12:39:03+00,O ST 1,0,919,2024-09-12 04:31:41+00
1968,O St,5,South Boston,13:00,17:00,Even,East First St,East Broadway,0.17405303030303,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,2017-03-31 12:38:57+00,O ST 1,0,919,2024-09-12 04:31:41+00
1969,Oak Square Ave,4,Allston/Brighton,08:00,12:00,Even,Washington St,Faneuil St,0.189393939393939,,f,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,OAK S1,0,1000,2024-09-12 04:31:41+00
1970,Prospect St,1C,Charlestown,12:00,16:00,Odd,Lowney Way,Tremont St,0.122348484848485,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,PROSP4,0,646,2024-09-12 04:31:41+00
1971,Paula Rd,7,South Dorchester,12:00,16:00,Odd,Clearwater Dr,Dead End,0.040530303030303,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,PAULA1,0,214,2024-09-12 04:31:41+00
1972,Preble St,5,South Boston,09:00,13:00,Odd,Dorchester Ave,Old Colony Ave,0.224810606060606,,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,f,2019-03-15 13:16:12+00,PREBL1,0,1187,2024-09-12 04:31:41+00
1973,Pompeii St,10R,Roxbury,12:00,16:00,Odd,Massachusetts Ave,Allerton St,0.0992424242424242,,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,f,2012-02-29 15:06:53+00,POMPE1,0,524,2024-09-12 04:31:41+00
1974,Oak Square Ave,4,Allston/Brighton,08:00,12:00,Odd,Washington St,Faneuil St,0.189393939393939,,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,OAK S1,0,1000,2024-09-12 04:31:41+00
1975,Oak St,1T,Chinatown,08:00,12:00,Even,Washington St,Tyler St,0.114583333333333,,f,t,f,t,f,f,f,t,f,f,f,f,f,f,t,f,2024-07-18 14:20:21+00,OAK S2,0,605,2024-09-12 04:31:41+00
1976,Nixon St,7,South Dorchester,12:00,16:00,Odd,Centre St,Mather St,0.132765151515152,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,NIXON1,0,701,2024-09-12 04:31:41+00
1977,Nixon St,7,South Dorchester,12:00,16:00,Even,Centre St,Mather St,0.132765151515152,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,NIXON1,0,701,2024-09-12 04:31:41+00
1978,Peter Parley Rd,2,Jamaica Plain,08:00,12:00,Even,Washington St,Sigourney St,0.260227272727273,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,PETER1,0,1374,2024-09-12 04:31:41+00
1979,Norfolk St,7,South Dorchester,12:00,16:00,Odd,Talbot Ave,Crowell St,0.725378787878788,,f,t,t,t,t,t,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,NORFO3,0,3830,2024-09-12 04:31:41+00
1980,Oak St,1T,Chinatown,08:00,12:00,Odd,Washington St,Tyler St,0.114583333333333,,t,f,t,f,t,f,f,t,f,f,f,f,f,f,t,f,2024-07-18 14:18:58+00,OAK S2,0,605,2024-09-12 04:31:41+00
1981,Oak St,1C,Charlestown,12:00,16:00,Even,Main St,Russell St,0.0865530303030303,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,OAK S3,0,457,2024-09-12 04:31:41+00
1982,Oak St,1C,Charlestown,12:00,16:00,Odd,Main St,Russell St,0.0865530303030303,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,OAK S3,0,457,2024-09-12 04:31:41+00
1983,Oakhurst St,7,South Dorchester,08:00,12:00,Even,Boyden St,Lyford St,0.108143939393939,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,OAKHU1,0,571,2024-09-12 04:31:41+00
1984,Pequot St,10M,Mission Hill,12:00,16:00,Odd,Calumet St,Wait St,0.0393939393939394,,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,f,2012-02-29 15:06:53+00,PEQUO1,0,208,2024-09-12 04:31:41+00
1985,Newbury St,10F,Fenway/Kenmore,12:00,16:00,Even,Charlesgate West,Brookline Ave,0.238257575757576,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,NEWBU3,0,1258,2024-09-12 04:31:41+00
1986,Oakhurst St,7,South Dorchester,08:00,12:00,Odd,Boyden St,Lyford St,0.108143939393939,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,OAKHU1,0,571,2024-09-12 04:31:41+00
1987,National St,5,South Boston,13:00,17:00,Even,East Fourth St,Thomas Park,0.0982954545454545,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2017-03-31 12:29:45+00,NATIO1,0,519,2024-09-12 04:31:41+00
1988,Oakland St,4,Allston/Brighton,08:00,12:00,Even,Washington St,Faneuil St,0.326515151515152,,f,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,OAKLA1,0,1724,2024-09-12 04:31:41+00
