main_id,st_name,dist,dist_name,start_time,end_time,side,from,to,miles,section,one_way,week_1,week_2,week_3,week_4,week_5,sunday,monday,tuesday,wednesday,thursday,friday,saturday,every_day,year_round,north_end_pilot,timestamp,parent,losta,hista,_ingest_datetime
1,Ackley Pl,2,Jamaica Plain,08:00,12:00,Even,Washington St,Dead End,0.0454545454545455,,f,f,t,f,t,f,f,t,f,f,f,f,t,f,f,f,2018-06-26 13:43:55+00,ACKLE1,0,240,2024-09-12 04:31:41+00
2,Arcadia Park,3,North Dorchester,08:00,12:00,Even,Draper St,Ditson St,0.0835227272727273,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,2014-06-19 13:15:28+00,ARCAD1,0,441,2024-09-12 04:31:41+00
3,Ashcroft St,2,Jamaica Plain,08:00,12:00,Odd,Perkins St,Moraine St,0.101515151515152,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,ASHCR1,0,536,2024-09-12 04:31:41+00
4,Boylston St,1B,Back Bay,00:01,07:00,,Tremont St,Charles St,0.151893939393939,,f,t,t,t,t,t,t,t,t,t,t,t,t,t,t,f,2012-02-29 15:06:53+00,BOYLS6,525,1327,2024-09-12 04:31:41+00
5,Chestnut St,1H,Beacon Hill,08:00,12:00,Even,Walnut St,Charles St,0.200757575757576,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,t,2012-02-14 13:36:32+00,CHEST10,0,1060,2024-09-12 04:31:41+00
6,Blackwood St,1B,Back Bay,08:00,12:00,Even,St Botolph St,Dead End,0.0517045454545455,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,BLACK4,0,273,2024-09-12 04:31:41+00
7,Bucknam St,10M,Mission Hill,12:00,16:00,Odd,Lawn St,Fisher Ave,0.0803030303030303,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2018-09-24 17:15:05+00,BUCKN1,0,424,2024-09-12 04:31:41+00
8,Acadia St,5,South Boston,09:00,13:00,Even,East First St,East Second St,0.0568181818181818,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,ACADI1,0,300,2024-09-12 04:31:41+00
9,Acadia St,5,South Boston,09:00,13:00,Odd,East First St,East Second St,0.0568181818181818,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,ACADI1,0,300,2024-09-12 04:31:41+00
10,Allston St,7,South Dorchester,12:00,16:00,Odd,Centre St,Melville Ave,0.195454545454545,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,ALLST3,0,1032,2024-09-12 04:31:41+00
12,Abbotsford St,10R,Roxbury,08:00,12:00,Odd,Walnut Ave,Harold St,0.121022727272727,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,ABBOT1,0,639,2024-09-12 04:31:41+00
13,Brooks St,9,East Boston,12:00,16:00,Even,Cheslea St,Princeton St,0.20928,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2015-04-07 19:16:28+00,BROOK12,222,1327,2024-09-12 04:31:41+00
15,Bullard St,3,North Dorchester,12:00,16:00,Odd,Bowdoin St,Bowdoin Ave,0.19905303030303,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2013-06-13 20:07:42+00,BULLA1,0,1051,2024-09-12 04:31:41+00
16,Centre St,7,South Dorchester,08:00,12:00,Even,Talbot Ave,Dorchester Ave,0.540530303030303,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,CENTR7,0,2854,2024-09-12 04:31:41+00
17,Appleton St,1S,South End,12:00,16:00,Odd,Tremont St,West Canton St,0.39375,,f,t,f,t,f,t,f,f,f,t,f,f,f,f,f,t,2012-02-14 13:36:32+00,APPLE1,0,2079,2024-09-12 04:31:41+00
18,Boylston St,2,Jamaica Plain,08:00,12:00,Odd,Lamartine St,Washington St,0.351515151515152,,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,BOYLS2,2084,3940,2024-09-12 04:31:41+00
19,Ames St,7,South Dorchester,08:00,12:00,Odd,Westview St,Dead End,0.304166666666667,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,AMES 1,0,1606,2024-09-12 04:31:41+00
20,Caryll St,7,South Dorchester,12:00,16:00,Odd,Morton St,Maryknoll St,0.170454545454545,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,CARYL1,0,900,2024-09-12 04:31:41+00
22,Braemore Rd,4,Allston/Brighton,12:00,16:00,Odd,Commonwealth Ave,Chiswick Rd,0.0943181818181818,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,BRAEM1,0,498,2024-09-12 04:31:41+00
23,Chatham St,1F,Downtown,00:01,07:00,,Merchants Row,Commercial St,0.104734848484848,,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,f,2012-02-29 15:06:53+00,CHATH1,0,553,2024-09-12 04:31:41+00
24,Bismarck St,2,Jamaica Plain,08:00,12:00,Even,Boylston St,Porter St,0.0378787878787879,,f,f,t,f,t,f,f,t,f,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,BISMA1,0,200,2024-09-12 04:31:41+00
25,Chestnut Ave,2,Jamaica Plain,12:00,16:00,Even,Centre St,Mozart St,0.235037878787879,,f,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,2017-04-11 15:41:32+00,CHEST5,0,1241,2024-09-12 04:31:41+00
26,Central St,1F,Downtown,00:01,07:00,,India St,Dead End,0.0795454545454545,,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,f,2012-02-29 15:06:53+00,CENTR2,176,596,2024-09-12 04:31:41+00
27,Bradeen St,2,Jamaica Plain,12:00,16:00,Odd,Washington St,Dead End,0.184848484848485,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,BRADE1,0,976,2024-09-12 04:31:41+00
28,Amory St,10R,Roxbury,08:00,12:00,Even,Dimock St,School St,0.192992424242424,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2016-10-07 16:50:50+00,AMORY2,900,1919,2024-09-12 04:31:41+00
29,Chiswick Rd,4,Allston/Brighton,08:00,12:00,Even,Chestnut Hill Ave,Dead End,0.14375,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,2024-06-17 16:14:34+00,CHISW1,2324,3083,2024-09-12 04:31:41+00
30,Bunker Hill St,1C,Charlestown,08:00,12:00,Even,Moulton St,Medford St,0.908522727,,f,t,t,t,t,t,f,f,f,f,f,t,f,f,f,f,2014-04-01 13:11:27+00,BUNKE1,364,5161,2024-09-12 04:31:41+00
31,Bluefield Ter,7,South Dorchester,12:00,16:00,Even,Gladeside Ave,Ridgeview Ave,0.111742424242424,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,BLUEF1,0,590,2024-09-12 04:31:41+00
32,Ceylon St,3,North Dorchester,12:00,16:00,Even,Quincy St,Columbia Rd,0.176893939393939,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,2012-02-29 15:06:53+00,CEYLO1,429,1363,2024-09-12 04:31:41+00
33,Chestnut St,1H,Beacon Hill,08:00,12:00,Even,Charles St,David G Mugar Way,0.162689393939394,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,t,2012-02-14 13:36:32+00,CHEST10,1060,1919,2024-09-12 04:31:41+00
34,Bennett St,4,Allston/Brighton,12:00,16:00,Odd,Market St,South Hobbart St,0.302083333333333,,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,BENNE1,0,1595,2024-09-12 04:31:41+00
35,Brunswick St,3,North Dorchester,12:00,16:00,Odd,Blue Hill Ave,Normandy St,0.127272727272727,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2013-06-13 19:58:10+00,BRUNS1,815,1487,2024-09-12 04:31:41+00
36,Bremen St,9,East Boston,12:00,16:00,Even,Sumner St,Porter St,0.346969696969697,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,BREME1,0,1832,2024-09-12 04:31:41+00
37,Charles St,3,North Dorchester,08:00,12:00,Even,Dorchester Ave,Geneva Ave,0.273674242424242,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,2013-06-13 19:26:45+00,CHARL9,0,1445,2024-09-12 04:31:41+00
38,Charles St,3,North Dorchester,08:00,12:00,Odd,Dorchester Ave,Geneva Ave,0.273674242424242,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2013-06-13 19:26:36+00,CHARL9,0,1445,2024-09-12 04:31:41+00
39,Abbotsford St,10R,Roxbury,08:00,12:00,Even,Walnut Ave,Harold St,0.121022727272727,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,ABBOT1,0,639,2024-09-12 04:31:41+00
40,Anderson St,1H,Beacon Hill,08:00,12:00,Odd,Cambridge St,Myrtle St,0.125189393939394,,f,t,f,t,f,t,f,t,f,f,f,f,f,f,f,t,2014-04-01 00:06:59+00,ANDER1,0,661,2024-09-12 04:31:41+00
41,Clearwater Dr,7,South Dorchester,12:00,16:00,Odd,Morton St,Maryknoll St,0.235416666666667,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,CLEAR1,0,1243,2024-09-12 04:31:41+00
42,Bluefield Ter,7,South Dorchester,12:00,16:00,Odd,Gladeside Ave,Ridgeview Ave,0.111742424242424,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,BLUEF1,0,590,2024-09-12 04:31:41+00
43,Beaver St,1H,Beacon Hill,08:00,12:00,Odd,Beacon St,Beaver Pl,0.0373106060606061,,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,t,2014-04-02 17:29:13+00,BEAVE3,0,197,2024-09-12 04:31:41+00
44,Arlington Ave,1C,Charlestown,08:00,12:00,Even,Alford St,Somerville Town Line,0.189772727272727,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,ARLIN2,0,1002,2024-09-12 04:31:41+00
45,Bedford St,1T,Chinatown,00:01,07:00,,Chauncy St,Summer St,0.143181818181818,,f,t,t,t,t,t,t,t,t,t,t,t,t,t,t,f,2012-02-29 15:06:53+00,BEDFO1,0,756,2024-09-12 04:31:41+00
46,Charlame St,10R,Roxbury,12:00,16:00,Odd,Laurel St,Dead End,0.118181818181818,,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,f,2012-02-29 15:06:53+00,CHARL2,0,624,2024-09-12 04:31:41+00
47,Belvidere St,1B,Back Bay,12:00,16:00,Even,Massachusetts Ave,Dalton St,0.152462121212121,,t,f,t,f,t,f,f,t,f,f,f,f,f,f,f,f,2022-07-25 12:40:39+00,BELVI1,0,805,2024-09-12 04:31:41+00
48,Bennett St,4,Allston/Brighton,08:00,12:00,Odd,Market St,Oakland St,0.411174242424242,,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,BENNE1,0,2171,2024-09-12 04:31:41+00
49,Charles St,M,Multiple,02:00,07:00,Odd,Boylston St,Nashua St,1.08844696969697,,t,t,t,t,t,t,f,f,t,f,f,f,f,f,t,f,2016-04-11 14:13:58+00,CHARL10,0,5747,2024-09-12 04:31:41+00
50,Calumet St,10M,Mission Hill,12:00,16:00,Odd,Tremont St,Parker Hill Ave,0.566856060606061,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2022-10-14 19:24:17+00,CALUM1,0,2993,2024-09-12 04:31:41+00
51,Atlantic Ave,1F,Downtown,00:01,07:00,,State St,Milk St,0.0604166666666667,,f,t,t,t,t,t,t,t,t,t,t,t,t,t,t,f,2012-02-29 15:06:53+00,ATLAN1,1756,2075,2024-09-12 04:31:41+00
52,Boylston St,1B,Back Bay,00:01,07:00,Odd,Arlington St,Hereford St,0.794886363636364,,f,t,t,t,t,t,t,t,t,t,t,t,t,t,t,f,2012-02-14 13:36:32+00,BOYLS6,2219,6416,2024-09-12 04:31:41+00
53,Chelsea St,9,East Boston,08:00,12:00,Odd,Porter St,Prescott St,0.491287878787879,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2015-04-07 19:19:33+00,CHELS1,1323,3917,2024-09-12 04:31:41+00
54,Aspinwall Rd,7,South Dorchester,12:00,16:00,Odd,Washington St,Talbot Ave,0.183712121212121,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,ASPIN1,0,970,2024-09-12 04:31:41+00
55,Carson St,3,North Dorchester,08:00,12:00,Even,Crescent Ave,Sydney St,0.113825757575758,,f,f,t,f,t,f,f,t,f,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,CARSO1,0,601,2024-09-12 04:31:41+00
56,Blakeville St,3,North Dorchester,12:00,16:00,Odd,Bowdoin St,Olney St,0.123484848484848,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2013-06-13 19:47:35+00,BLAKE3,0,652,2024-09-12 04:31:41+00
57,Cambria St,1B,Back Bay,00:01,07:00,,Boylston St,Dead End,0.102462121212121,,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,f,2012-02-29 15:06:53+00,CAMBR1,0,541,2024-09-12 04:31:41+00
58,A St,5,South Boston,09:00,13:00,Even,Melcher St,Congress St,0.103030303030303,,f,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,2018-03-23 17:30:42+00,A ST 1,3763,4307,2024-09-12 04:31:41+00
59,Chelsea St,9,East Boston,12:00,16:00,Even,Maverick St,Porter St,0.250568181818182,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2015-04-06 13:58:13+00,CHELS1,0,1323,2024-09-12 04:31:41+00
60,Alaska St,10R,Roxbury,08:00,12:00,Odd,Perrin St,Blue Hill Ave,0.111931818181818,,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,ALASK1,0,591,2024-09-12 04:31:41+00
61,Blue Hill Ave,10R,Roxbury,00:01,07:00,,Dudley St,Blue Hill Ave,1.17973484848485,,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,f,2012-02-29 15:06:53+00,BLUE 3,0,6229,2024-09-12 04:31:41+00
62,Adams St,1C,Charlestown,08:00,12:00,Odd,Winthrop St,Lowney Way,0.122159090909091,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,ADAMS9,0,645,2024-09-12 04:31:41+00
63,Charlesgate East,99,DCR,12:00,15:00,,Dead End,Back St,0.0202651515151515,,f,f,t,f,f,f,f,f,f,f,f,t,f,f,f,f,2012-02-29 15:06:53+00,CHARL21,0,107,2024-09-12 04:31:41+00
64,Calumet St,10M,Mission Hill,12:00,16:00,Even,Tremont St,Parker Hill Ave,0.566856060606061,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,2015-07-20 19:01:54+00,CALUM1,0,2993,2024-09-12 04:31:41+00
65,Arborcrest Ter,7,South Dorchester,12:00,16:00,Even,Gladeside Ave,Ridgeview Ave,0.0922348484848485,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,ARBOR1,0,487,2024-09-12 04:31:41+00
66,Castle Rock St,3,North Dorchester,12:00,16:00,Even,Grampian Way,Caspian Way,0.0740530303030303,,f,f,t,f,t,f,f,t,f,f,f,f,f,f,f,f,2013-06-13 20:20:22+00,CASTL2,0,391,2024-09-12 04:31:41+00
67,Armstrong St,2,Jamaica Plain,12:00,16:00,Odd,Chestnut Ave,Mozart St,0.104924242424242,,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,f,2017-07-11 15:17:27+00,ARMST1,0,554,2024-09-12 04:31:41+00
68,Chaucer St,9,East Boston,12:00,16:00,Odd,Curtis St,Moore St,0.112689393939394,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,CHAUC1,0,595,2024-09-12 04:31:41+00
69,Bloomfield St,3,North Dorchester,12:00,16:00,Even,Geneva Ave,Greenbrier St,0.303219696969697,,f,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,BLOOM1,0,1601,2024-09-12 04:31:41+00
70,Carlos St,7,South Dorchester,08:00,12:00,Even,Woodrow Ave,Callender St,0.0653409090909091,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,CARLO1,0,345,2024-09-12 04:31:41+00
71,Adams St,7,South Dorchester,08:00,12:00,Odd,Dorchester Ave,Park St,0.173863636363636,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,ADAMS1,2982,3900,2024-09-12 04:31:41+00
72,Brighton St,1C,Charlestown,08:00,12:00,Odd,Dead End,Caldwell St,0.0376893939393939,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,BRIGH5,0,199,2024-09-12 04:31:41+00
73,Columbus Ave,M,Multiple,05:00,07:00,Odd,Tremont St,Boylston St,0.19034090909,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2017-03-31 19:09:05+00,BERKE1,1370,2375,2024-09-12 04:31:41+00
74,Berkeley St,1B,Back Bay,12:00,16:00,Even,Tremont St,Columbus Ave,0.259469696969697,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,2017-09-08 13:00:14+00,BERKE1,0,1370,2024-09-12 04:31:41+00
75,Chilcott Pl,2,Jamaica Plain,12:00,16:00,Odd,Washington St,Dead End,0.0952651515151515,,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,f,2017-04-12 18:49:58+00,CHILC1,0,503,2024-09-12 04:31:41+00
76,Caspian Way,3,North Dorchester,12:00,16:00,Odd,Castle Rock St,Dead End,0.059469696969697,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,CASPI1,225,539,2024-09-12 04:31:41+00
77,Adams St,3,North Dorchester,08:00,12:00,Odd,Bowdoin St,Leedsville St,0.304545454545455,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,ADAMS1,195,1803,2024-09-12 04:31:41+00
78,Ashmont St,7,South Dorchester,08:00,12:00,Even,Dorchester Ave,Adams St,0.492424242424242,,f,f,t,f,t,f,f,t,f,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,ASHMO3,1897,4497,2024-09-12 04:31:41+00
79,Alpha Rd,7,South Dorchester,08:00,12:00,Odd,Waldeck St,Park St,0.182954545454545,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,ALPHA1,0,966,2024-09-12 04:31:41+00
80,Cambridge St,1F,Downtown,00:01,07:00,Odd Side Median,Tremont St,Charles St,0.608901515151515,,f,t,t,t,t,t,t,t,t,t,t,t,t,t,t,f,2012-02-29 15:06:53+00,CAMBR6,0,3215,2024-09-12 04:31:41+00
81,Circuit St,10R,Roxbury,12:00,16:00,Odd,Walnut Ave,Washington St,0.349621212121212,,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,f,2012-02-29 15:06:53+00,CIRCU1,0,1846,2024-09-12 04:31:41+00
82,Brook Marshall Rd,10R,Roxbury,08:00,12:00,Odd,Raynor Cir,Sojourner Truth Ct,0.09375,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2012-02-29 15:06:53+00,BROOK4,273,768,2024-09-12 04:31:41+00
83,Cherokee St,10M,Mission Hill,12:00,16:00,Even,Hillside St,Pontiac St,0.12405303030303,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,2015-04-23 13:47:34+00,CHERO1,0,655,2024-09-12 04:31:41+00
84,Brainerd Rd,4,Allston/Brighton,08:00,12:00,Odd,Gorham St,Kelton St,0.221590909090909,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,BRAIN2,690,1860,2024-09-12 04:31:41+00
85,Boylston St,2,Jamaica Plain,08:00,12:00,Odd,Centre St,Lamartine St,0.39469696969697,,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,BOYLS2,0,2084,2024-09-12 04:31:41+00
86,Carter St,1C,Charlestown,08:00,12:00,Odd,Cambridge St,Roland St,0.0403409090909091,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,CARTE1,0,213,2024-09-12 04:31:41+00
87,Bradeen St,2,Jamaica Plain,12:00,16:00,Even,Washington St,Dead End,0.184848484848485,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,BRADE1,0,976,2024-09-12 04:31:41+00
88,Belmont St,1C,Charlestown,08:00,12:00,Even,Bunker Hill St,Medford St,0.121780303030303,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,BELMO1,0,643,2024-09-12 04:31:41+00
89,Aspen St,10R,Roxbury,08:00,12:00,Odd,Montrose St,Copeland St,0.06875,,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,ASPEN1,0,363,2024-09-12 04:31:41+00
90,Chappie St,1C,Charlestown,08:00,12:00,Odd,Bunker Hill St,Medford St,0.105871212121212,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,CHAPP1,0,559,2024-09-12 04:31:41+00
91,Causeway St,1W,West End,00:01,07:00,,Merrimac St,North Washington St,0.328409090909091,,f,t,t,t,t,t,t,t,t,t,t,t,t,t,t,f,2012-02-29 15:06:53+00,CAUSE1,0,1734,2024-09-12 04:31:41+00
92,Chiswick Rd,4,Allston/Brighton,12:00,16:00,Odd,Chestnut Hill Ave,Dead End,0.14375,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,CHISW1,2324,3083,2024-09-12 04:31:41+00
93,Charles Street South,1B,Back Bay,00:01,07:00,Even,Tremont St,Boylston St,0.265909090909091,,f,t,t,t,t,t,t,t,t,t,t,t,t,t,t,f,2012-02-14 13:36:32+00,CHARL11,0,1404,2024-09-12 04:31:41+00
94,Bexley Rd,2,Jamaica Plain,08:00,12:00,Even,Washington St,Florence St,0.158143939393939,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,BEXLE1,0,835,2024-09-12 04:31:41+00
95,Clarendon St,1B,Back Bay,06:00,08:00,Even,Commonwealth Ave,Beacon St,0.143181818181818,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,CLARE5,3271,4027,2024-09-12 04:31:41+00
96,Bruce St,7,South Dorchester,08:00,12:00,Odd,Ashmont St,Wrentham St,0.1,,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,BRUCE1,0,528,2024-09-12 04:31:41+00
97,Briarcliff Ter,7,South Dorchester,12:00,16:00,Even,Gladeside Ave,Ridgeview Ave,0.0933712121212121,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,BRIAR1,0,493,2024-09-12 04:31:41+00
98,Brainerd Rd,4,Allston/Brighton,12:00,16:00,Odd,Harvard Ave,Harvard Ave,0,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,BRAIN2,0,0,2024-09-12 04:31:41+00
99,Ardee St,9,East Boston,08:00,12:00,Odd,Everett St,Maverick St,0.0471590909090909,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,ARDEE1,0,249,2024-09-12 04:31:41+00
100,Cameron St,3,North Dorchester,08:00,12:00,Odd,Hancock St,Dead End,0.104734848484848,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,CAMER1,0,553,2024-09-12 04:31:41+00
101,Chiswick Rd,4,Allston/Brighton,12:00,16:00,Even,Englewood Ave,Commonwealth Ave,0.24356060606,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,2024-06-17 16:18:16+00,CHISW1,0,1286,2024-09-12 04:31:41+00
102,Bond St,1S,South End,08:00,12:00,Even,Milford St,Hanson St,0.0416666666666667,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,t,2012-02-14 13:36:32+00,BOND 1,0,220,2024-09-12 04:31:41+00
104,Blue Hill Ave,7,South Dorchester,00:00,07:00,Median,Morton St,River St,1.15416666666667,,t,t,t,t,t,t,f,f,t,f,f,f,f,f,t,f,2016-04-11 14:23:14+00,BLUE 1,9549,15643,2024-09-12 04:31:41+00
105,Clementine Park,7,South Dorchester,08:00,12:00,Odd,Centre St,Dayton St,0.084469696969697,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,CLEME2,0,446,2024-09-12 04:31:41+00
106,Cedar St,7,South Dorchester,12:00,16:00,Odd,River St,Temple St,0.19469696969697,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,CEDAR3,0,1028,2024-09-12 04:31:41+00
107,Durham St,1B,Back Bay,08:00,12:00,Odd,St Botolph St,Dead End,0.0501893939393939,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,DURHA1,0,265,2024-09-12 04:31:41+00
108,Bunker Hill St,1C,Charlestown,08:00,12:00,Odd,Lowney Way,Medford St,0.977462121212121,,f,t,t,t,t,t,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,BUNKE1,0,5161,2024-09-12 04:31:41+00
109,Bowdoin Ave,3,North Dorchester,12:00,16:00,Odd,Eldon St,Nottingham St,0.309280303030303,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2015-04-01 18:54:37+00,BOWDO1,0,1633,2024-09-12 04:31:41+00
110,Circuit St,10R,Roxbury,12:00,16:00,Even,Walnut Ave,Washington St,0.349621212121212,,f,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,2012-02-29 15:06:53+00,CIRCU1,0,1846,2024-09-12 04:31:41+00
111,Brookledge St,10R,Roxbury,08:00,12:00,Even,Humboldt Ave,Elm Hill Ave,0.222537878787879,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,BROOK8,0,1175,2024-09-12 04:31:41+00
112,Bolton St,5,South Boston,09:00,13:00,Both,D St,Dorchester St,0.359848484848485,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,BOLTO1,1104,3004,2024-09-12 04:31:41+00
113,Chester St,4,Allston/Brighton,08:00,12:00,Odd,Brighton Av,Ashford St,0.141287878787879,,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,CHEST1,672,1418,2024-09-12 04:31:41+00
114,Bird St,3,North Dorchester,12:00,16:00,Odd,Columbia Rd,Dead End,0.22121212,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2014-04-02 16:12:33+00,BIRD 1,426,1594,2024-09-12 04:31:41+00
115,Atkinson St,3,North Dorchester,00:01,07:00,,Southampton St,Topeka St,0.227083333333333,,f,t,t,t,t,t,t,t,t,t,t,t,t,t,t,f,2012-02-29 15:06:53+00,ATKIN2,0,1199,2024-09-12 04:31:41+00
