main_id,st_name,dist,dist_name,start_time,end_time,side,from,to,miles,section,one_way,week_1,week_2,week_3,week_4,week_5,sunday,monday,tuesday,wednesday,thursday,friday,saturday,every_day,year_round,north_end_pilot,timestamp,parent,losta,hista,_ingest_datetime,normalized_st_name,one_way_bool,week_1_bool,week_2_bool,week_3_bool,week_4_bool,week_5_bool,sunday_bool,monday_bool,tuesday_bool,wednesday_bool,thursday_bool,friday_bool,saturday_bool,every_day_bool,year_round_bool,north_end_pilot_bool,suburb
217,Cassnet St,3,Dorchester,12:00,16:00,odd,Dickens St,Dead End,0.0339015151515152,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,CASSN1,0.0,179.0,2024-09-12 04:31:41+00,cassnet st,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,Dorchester
218,Aspen St,10R,Roxbury,08:00,12:00,even,Montrose St,Copeland St,0.06875,,f,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,ASPEN1,0.0,363.0,2024-09-12 04:31:41+00,aspen st,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,Roxbury
219,Bremen St,9,East Boston,12:00,16:00,even,Porter St,Bennington St,0.66875,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,BREME1,1832.0,5363.0,2024-09-12 04:31:41+00,bremen st,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,East Boston
220,Braintree St,4,Allston/Brighton,08:00,12:00,even,Franklin St,Everett St,0.272727272727273,,f,f,t,f,t,f,f,t,f,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,BRAIN3,0.0,1440.0,2024-09-12 04:31:41+00,braintree st,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,Allston/Brighton
221,Brimmer St,1H,Beacon Hill,08:00,12:00,even,Mount Vernon,Beacon St,0.215909090909091,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,t,2012-02-14 13:36:32+00,BRIMM1,0.0,1140.0,2024-09-12 04:31:41+00,brimmer st,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,Beacon Hill
222,Church St,3,Dorchester,08:00,12:00,even,Adams St,East St,0.289962121212121,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,CHURC3,0.0,1531.0,2024-09-12 04:31:41+00,church st,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,Dorchester
223,Cassnet St,3,Dorchester,12:00,16:00,even,Dickens St,Dead End,0.0339015151515152,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,CASSN1,0.0,179.0,2024-09-12 04:31:41+00,cassnet st,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,Dorchester
224,Ayr Rd,4,Allston/Brighton,08:00,12:00,even,Orkney Rd,Beacon St,0.0683712121212121,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,AYR R1,0.0,361.0,2024-09-12 04:31:41+00,ayr rd,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,Allston/Brighton
225,Chandler St,1S,South End,12:00,16:00,even,Berkeley St,Columbus Ave,0.222916666666667,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,t,2012-02-14 13:36:32+00,CHAND1,397.0,1574.0,2024-09-12 04:31:41+00,chandler st,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,South End
226,Carson St,3,Dorchester,08:00,12:00,odd,Crescent Ave,Sydney St,0.113825757575758,,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,CARSO1,0.0,601.0,2024-09-12 04:31:41+00,carson st,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,Dorchester
228,Belfort St,3,Dorchester,08:00,12:00,odd,Dorchester Ave,Saxton St,0.148106060606061,,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,BELFO1,0.0,782.0,2024-09-12 04:31:41+00,belfort st,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,Dorchester
229,Charlame St,10R,Roxbury,12:00,16:00,even,Laurel St,Dead End,0.118181818181818,,f,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,2012-02-29 15:06:53+00,CHARL2,0.0,624.0,2024-09-12 04:31:41+00,charlame st,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,Roxbury
230,Ayr Rd,4,Allston/Brighton,08:00,12:00,odd,Orkney Rd,Beacon St,0.0683712121212121,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,AYR R1,0.0,361.0,2024-09-12 04:31:41+00,ayr rd,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,Allston/Brighton
231,Ashford St,4,Allston/Brighton,08:00,12:00,even,Linden St,Babcock St,0.486931818181818,,f,f,t,f,t,f,f,t,f,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,ASHFO1,0.0,2571.0,2024-09-12 04:31:41+00,ashford st,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,Allston/Brighton
232,Babcock St,4,Allston/Brighton,08:00,12:00,even,Brookline Town Line,Dead End,0.196969696969697,,f,f,t,f,t,f,f,t,f,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,BABCO1,0.0,1040.0,2024-09-12 04:31:41+00,babcock st,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,Allston/Brighton
233,Babcock St,4,Allston/Brighton,08:00,12:00,odd,Brookline Town Line,Dead End,0.196969696969697,,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,BABCO1,0.0,1040.0,2024-09-12 04:31:41+00,babcock st,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,Allston/Brighton
234,Chester St,4,Allston/Brighton,08:00,12:00,even,Brighton Av,Ashford St,0.141287878787879,,f,f,t,f,t,f,f,t,f,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,CHEST1,672.0,1418.0,2024-09-12 04:31:41+00,chester st,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,Allston/Brighton
235,Bennington St,9,East Boston,08:00,12:00,odd,Meridian St,Prescott St,0.536174242424242,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2016-09-09 17:02:50+00,BENNI1,0.0,2907.0,2024-09-12 04:31:41+00,bennington st,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,East Boston
236,Beecher St,2,Jamaica Plain,08:00,12:00,even,Paul Gore St,Boylston St,0.0918560606060606,,f,f,t,f,t,f,f,t,f,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,BEECH5,0.0,485.0,2024-09-12 04:31:41+00,beecher st,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,Jamaica Plain
237,Aldwin Rd,2,Jamaica Plain,12:00,16:00,odd,Washington St,Brookway Rd,0.0395833333333333,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,ALDWI1,0.0,209.0,2024-09-12 04:31:41+00,aldwin rd,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,Jamaica Plain
238,Chestnut Hill Ave,4,Allston/Brighton,12:00,16:00,odd,Commonwealth Ave,Brookline Town Line,0.233143939393939,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,CHEST6,4451.0,5682.0,2024-09-12 04:31:41+00,chestnut hill ave,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,Allston/Brighton
239,Astoria St,7,Dorchester,12:00,16:00,odd,Flint St,Dead End,0.182954545454545,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,ASTOR1,0.0,966.0,2024-09-12 04:31:41+00,astoria st,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,Dorchester
240,Braemore Rd,4,Allston/Brighton,12:00,16:00,even,Commonwealth Ave,Chiswick Rd,0.0943181818181818,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,BRAEM1,0.0,498.0,2024-09-12 04:31:41+00,braemore rd,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,Allston/Brighton
241,Bowdoin Ave,3,Dorchester,12:00,16:00,even,Eldon St,Nottingham St,0.309280303030303,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,2015-04-01 18:54:30+00,BOWDO1,0.0,1633.0,2024-09-12 04:31:41+00,bowdoin ave,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,Dorchester
242,Amory St,2,Jamaica Plain,08:00,12:00,odd,Boylston St,Williams St,0.706818181818182,,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,AMORY2,2459.0,6191.0,2024-09-12 04:31:41+00,amory st,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,Jamaica Plain
243,Baird St,7,Dorchester,12:00,16:00,even,Blue Hill Ave,Morton St,0.111742424242424,,f,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,BAIRD1,0.0,590.0,2024-09-12 04:31:41+00,baird st,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,Dorchester
244,Baird St,7,Dorchester,12:00,16:00,odd,Blue Hill Ave,Morton St,0.111742424242424,,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,BAIRD1,0.0,590.0,2024-09-12 04:31:41+00,baird st,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,Dorchester
245,Burney St,10M,Mission Hill,08:00,12:00,odd,Tremont St,Delle Ave,0.0596590909090909,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2022-09-22 19:33:53+00,BURNE2,0.0,315.0,2024-09-12 04:31:41+00,burney st,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,Mission Hill
246,Brewer St,2,Jamaica Plain,12:00,16:00,odd,Burroughs St,Eliot St,0.114583333333333,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,BREWE1,0.0,605.0,2024-09-12 04:31:41+00,brewer st,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,Jamaica Plain
247,Brookledge St,10R,Roxbury,08:00,12:00,odd,Humboldt Ave,Elm Hill Ave,0.222537878787879,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,BROOK8,0.0,1175.0,2024-09-12 04:31:41+00,brookledge st,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,Roxbury
248,Bakersfield St,3,Dorchester,12:00,16:00,even,Willis St,Stoughton St,0.192234848484848,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,BAKER4,0.0,1015.0,2024-09-12 04:31:41+00,bakersfield st,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,Dorchester
249,Alpine St,10R,Roxbury,12:00,16:00,even,St James St,Regent St,0.185037878787879,,f,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,2012-02-29 15:06:53+00,ALPIN1,0.0,977.0,2024-09-12 04:31:41+00,alpine st,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,Roxbury
250,Boston St,3,Dorchester,08:00,12:00,odd,Powers St,Columbia Rd,0.570265151515152,,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,f,2013-06-05 15:29:58+00,BOSTO1,558.0,3569.0,2024-09-12 04:31:41+00,boston st,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,Dorchester
251,Bakersfield St,3,Dorchester,12:00,16:00,odd,Willis St,Stoughton St,0.192234848484848,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,BAKER4,0.0,1015.0,2024-09-12 04:31:41+00,bakersfield st,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,Dorchester
252,Auburn St,1C,Charlestown,12:00,16:00,even,Main St,Bunker Hill St,0.132007575757576,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,AUBUR1,0.0,697.0,2024-09-12 04:31:41+00,auburn st,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,Charlestown
253,Albany St,1S,South End,00:01,07:00,none,Herald St,Randolph St,0.3625,,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,2012-02-29 15:06:53+00,ALBAN3,0.0,1914.0,2024-09-12 04:31:41+00,albany st,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,South End
254,Arcadia Ter,3,Dorchester,08:00,12:00,even,Arcadia St,Dead End,0.0240530303030303,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,2014-06-19 13:15:12+00,ARCAD4,0.0,127.0,2024-09-12 04:31:41+00,arcadia ter,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,Dorchester
255,Clarendon St,1B,Back Bay,06:00,08:00,odd,Boylston St,Commonwealth Ave,0.118560606060606,,f,t,f,t,f,t,f,t,f,f,f,f,f,f,f,f,2020-03-26 12:44:34+00,CLARE5,2645.0,3271.0,2024-09-12 04:31:41+00,clarendon st,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,Back Bay
256,Arbutus St,7,Dorchester,08:00,12:00,odd,Blue Hill Ave,Irma St,0.14375,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,ARBUT1,0.0,759.0,2024-09-12 04:31:41+00,arbutus st,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,Dorchester
257,Charlesgate West,10F,Fenway/Kenmore,00:01,07:00,none,Commonwealth Ave,Beacon St,0.0784090909090909,,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,f,2012-02-29 15:06:53+00,CHARL23,260.0,674.0,2024-09-12 04:31:41+00,charlesgate west,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,Fenway/Kenmore
258,Arcadia St,2,Jamaica Plain,08:00,12:00,even,School St,Atherton St,0.0768939393939394,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,2014-06-19 13:15:38+00,ARCAD3,0.0,406.0,2024-09-12 04:31:41+00,arcadia st,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,Jamaica Plain
259,Baldwin St,1C,Charlestown,12:00,16:00,even,Main St,Bunker Hill St,0.101893939393939,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,BALDW1,208.0,746.0,2024-09-12 04:31:41+00,baldwin st,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,Charlestown
260,Armstrong St,2,Jamaica Plain,12:00,16:00,even,Chestnut Ave,Mozart St,0.104924242424242,,f,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,2017-07-11 15:17:23+00,ARMST1,0.0,554.0,2024-09-12 04:31:41+00,armstrong st,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,Jamaica Plain
261,Arklow St,2,Jamaica Plain,12:00,16:00,even,Walden St,Round Hill St,0.0390151515151515,,f,f,t,f,t,f,f,t,f,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,ARKLO1,0.0,206.0,2024-09-12 04:31:41+00,arklow st,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,Jamaica Plain
262,Baldwin St,1C,Charlestown,12:00,16:00,odd,Main St,Bunker Hill St,0.101893939393939,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,BALDW1,208.0,746.0,2024-09-12 04:31:41+00,baldwin st,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,Charlestown
263,Baldwin St,1C,Charlestown,08:00,12:00,even,Bunker Hill St,Medford St,0.0964015151515152,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,BALDW1,746.0,1255.0,2024-09-12 04:31:41+00,baldwin st,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,Charlestown
264,Alpine St,10R,Roxbury,12:00,16:00,odd,St James St,Regent St,0.185037878787879,,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,f,2012-02-29 15:06:53+00,ALPIN1,0.0,977.0,2024-09-12 04:31:41+00,alpine st,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,Roxbury
265,Baldwin St,1C,Charlestown,08:00,12:00,odd,Bunker Hill St,Medford St,0.0964015151515152,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,BALDW1,746.0,1255.0,2024-09-12 04:31:41+00,baldwin st,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,Charlestown
266,Athens St,5,South Boston,09:00,13:00,even,D St,Dorchester St,0.360606060606061,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,ATHEN2,1247.0,3151.0,2024-09-12 04:31:41+00,athens st,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,South Boston
267,Broadway,1B,Back Bay,00:01,07:00,none,Columbus Ave,Stuart St,0.0429924242424242,,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,f,2012-02-29 15:06:53+00,BROAD2,0.0,227.0,2024-09-12 04:31:41+00,brdway,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,Back Bay
268,Clarkson St,3,Dorchester,12:00,16:00,odd,Quincy St,Barry St,0.269128787878788,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,CLARK3,318.0,1739.0,2024-09-12 04:31:41+00,clarkson st,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,Dorchester
269,Brunswick St,10R,Roxbury,08:00,12:00,odd,Dead End,Blue Hill Ave,0.154356060606061,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,BRUNS1,0.0,815.0,2024-09-12 04:31:41+00,brunswick st,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,Roxbury
270,Brunswick St,10R,Roxbury,08:00,12:00,even,Dead End,Blue Hill Ave,0.154356060606061,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,BRUNS1,0.0,815.0,2024-09-12 04:31:41+00,brunswick st,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,Roxbury
271,Claxton St,2,Jamaica Plain,12:00,16:00,odd,Washington St,Brookway Rd,0.0554924242424242,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,CLAXT1,0.0,293.0,2024-09-12 04:31:41+00,claxton st,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,Jamaica Plain
272,Brimmer St,1H,Beacon Hill,08:00,12:00,odd,Mount Vernon,Beacon St,0.215909090909091,,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,t,2014-04-02 17:29:30+00,BRIMM1,0.0,1140.0,2024-09-12 04:31:41+00,brimmer st,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,Beacon Hill
273,Byron St,9,East Boston,12:00,16:00,even,William F. McClellan Hwy,Saratoga St,0.204734848484848,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,BYRON1,0.0,1081.0,2024-09-12 04:31:41+00,byron st,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,East Boston
274,Ballou Ave,7,Dorchester,08:00,12:00,odd,Woodrow Ave,Willowwood St,0.430871212121212,,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,f,2021-04-08 12:15:18+00,BALLO1,0.0,2275.0,2024-09-12 04:31:41+00,ballou ave,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,Dorchester
275,Arlington St,1B,Back Bay,00:01,07:00,none,Beacon St,Columbus Ave,0.391666666666667,,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,f,2012-02-29 15:06:53+00,ARLIN4,0.0,2068.0,2024-09-12 04:31:41+00,arlington st,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,Back Bay
276,Brighton St,1C,Charlestown,08:00,12:00,even,Dead End,Caldwell St,0.0376893939393939,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,BRIGH5,0.0,199.0,2024-09-12 04:31:41+00,brighton st,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,Charlestown
277,Bernard St,3,Dorchester,12:00,16:00,even,Harvard St,Talbot Ave,0.277272727272727,,f,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,2013-06-13 20:09:05+00,BERNA1,0.0,1464.0,2024-09-12 04:31:41+00,bernard st,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,Dorchester
278,Centre St,7,Dorchester,08:00,12:00,odd,Talbot Ave,Dorchester Ave,0.540530303030303,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,CENTR7,0.0,2854.0,2024-09-12 04:31:41+00,centre st,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,Dorchester
279,Claxton St,2,Jamaica Plain,12:00,16:00,even,Washington St,Brookway Rd,0.0554924242424242,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,CLAXT1,0.0,293.0,2024-09-12 04:31:41+00,claxton st,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,Jamaica Plain
280,Bernard St,3,Dorchester,12:00,16:00,odd,Harvard St,Talbot Ave,0.277272727272727,,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,f,2013-06-13 20:08:59+00,BERNA1,0.0,1464.0,2024-09-12 04:31:41+00,bernard st,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,Dorchester
281,Chipman St,7,Dorchester,08:00,12:00,even,Norfolk St,Torrey St,0.122348484848485,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,CHIPM1,0.0,646.0,2024-09-12 04:31:41+00,chipman st,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,Dorchester
282,Burney St,10M,Mission Hill,08:00,12:00,even,Tremont St,Delle Ave,0.0596590909090909,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,2022-09-22 19:34:00+00,BURNE2,0.0,315.0,2024-09-12 04:31:41+00,burney st,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,Mission Hill
283,Brighton Ave,4,Allston/Brighton,00:01,07:00,even,Commonwealth Ave,Cambridge St,0.673863636363636,,t,t,t,t,t,t,f,f,t,f,f,f,f,f,t,f,2012-02-29 15:06:53+00,BRIGH3,0.0,3558.0,2024-09-12 04:31:41+00,brighton ave,True,True,True,True,True,True,False,False,True,False,False,False,False,False,True,False,Allston/Brighton
284,Albany St,1S,South End,00:01,07:00,none,Randolph St,Melnea Cass Blvd,0.965909090909091,,f,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,2012-02-29 15:06:53+00,ALBAN3,1914.0,7014.0,2024-09-12 04:31:41+00,albany st,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,South End
285,Boylston St,1B,Back Bay,00:01,07:00,median,Charles St,Arlington St,0.168939393939394,,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,f,2012-02-14 13:36:32+00,BOYLS6,1327.0,2219.0,2024-09-12 04:31:41+00,boylston st,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,Back Bay
286,Chelsea St,1C,Charlestown,00:01,07:00,even side median,Rutherford Ave,Warren St,0.105681818181818,,f,t,t,t,t,t,t,t,t,t,t,t,t,t,t,f,2012-02-14 13:36:32+00,CHELS2,0.0,558.0,2024-09-12 04:31:41+00,chelsea st,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,Charlestown
287,Clarendon St,1S,South End,12:00,16:00,even,Tremont St,Columbus Ave,0.250189393939394,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,t,2012-02-14 13:36:32+00,CLARE5,0.0,1321.0,2024-09-12 04:31:41+00,clarendon st,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,South End
288,Burlington Ave,10F,Fenway/Kenmore,12:00,16:00,odd,Brookline Ave,Dead End,0.0965909090909091,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,BURLI1,0.0,510.0,2024-09-12 04:31:41+00,burlington ave,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,Fenway/Kenmore
289,Allston St,4,Allston/Brighton,08:00,12:00,odd,Commonwealth Ave,Washington St,0.435606060606061,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,ALLST2,0.0,2300.0,2024-09-12 04:31:41+00,allston st,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,Allston/Brighton
290,Athens St,5,South Boston,09:00,13:00,odd,D St,Dorchester St,0.360606060606061,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,ATHEN2,1247.0,3151.0,2024-09-12 04:31:41+00,athens st,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,South Boston
291,Ballou Ave,7,Dorchester,08:00,12:00,even,Woodrow Ave,Willowwood St,0.430871212121212,,f,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,2021-04-08 12:15:11+00,BALLO1,0.0,2275.0,2024-09-12 04:31:41+00,ballou ave,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,Dorchester
292,Anson St,2,Jamaica Plain,08:00,12:00,odd,South St,Dead End,0.0564393939393939,,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,f,2021-03-25 12:08:39+00,ANSON1,0.0,298.0,2024-09-12 04:31:41+00,anson st,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,Jamaica Plain
294,Ashburton Pl,1H,Beacon Hill,00:01,07:00,none,Somerset St,Bowdoin St,0.06875,,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,2012-02-29 15:06:53+00,ASHBU1,0.0,363.0,2024-09-12 04:31:41+00,ashburton pl,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Beacon Hill
295,Braddock Park,1S,South End,08:00,12:00,odd,Columbus Ave,Carleton St,0.0924242424242424,,f,t,f,t,f,t,f,f,f,t,f,f,f,f,f,t,2012-02-29 15:06:53+00,BRADD1,0.0,488.0,2024-09-12 04:31:41+00,braddock park,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,South End
297,Bancroft St,10R,Roxbury,08:00,12:00,odd,Columbus Ave,West Walnut Park,0.0581439393939394,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,BANCR1,0.0,307.0,2024-09-12 04:31:41+00,bancroft st,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,Roxbury
298,Chestnut Ave,2,Jamaica Plain,08:00,12:00,even,Mozart St,Boylston St,0.237310606060606,,f,f,t,f,t,f,f,t,f,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,CHEST5,1241.0,2494.0,2024-09-12 04:31:41+00,chestnut ave,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,Jamaica Plain
